distance.km,plot.dist.mean,elevation.rema
600.5,600.4,2633
600.8,600.65,2633
601,600.9,2633
601.2,601.1,2633
601.5,601.35,2633
601.7,601.6,2633
601.9,601.8,2632
602.2,602.05,2632
602.4,602.3,2632
602.6,602.5,2632
602.9,602.75,2632
603.1,603,2632
603.3,603.2,2632
603.5,603.4,2632
603.8,603.65,2632
604,603.9,2631
604.2,604.1,2631
604.5,604.35,2631
604.7,604.6,2631
604.9,604.8,2631
605.2,605.05,2631
605.4,605.3,2631
605.6,605.5,2631
605.8,605.7,2632
606,605.9,2632
606.3,606.15,2632
606.5,606.4,2632
606.7,606.6,2632
606.9,606.8,2632
607.1,607,2632
607.3,607.2,2633
607.6,607.45,2633
607.8,607.7,2633
608,607.9,2634
608.2,608.1,2634
608.4,608.3,2634
608.6,608.5,2634
608.9,608.75,2635
609.1,609,2635
609.3,609.2,2635
609.5,609.4,2636
609.7,609.6,2635
610,609.85,2636
610.2,610.1,2636
610.4,610.3,2636
610.6,610.5,2636
610.8,610.7,2636
611,610.9,2636
611.3,611.15,2636
611.5,611.4,2636
611.7,611.6,2636
611.9,611.8,2636
612.1,612,2636
612.4,612.25,2636
612.6,612.5,2636
612.8,612.7,2635
613,612.9,2635
613.2,613.1,2636
613.4,613.3,2635
613.7,613.55,2635
613.9,613.8,2634
614.1,614,2635
614.3,614.2,2635
614.5,614.4,2634
614.7,614.6,2634
615,614.85,2634
615.2,615.1,2634
615.4,615.3,2633
615.6,615.5,2633
615.8,615.7,2633
616.1,615.95,2632
616.3,616.2,2632
616.5,616.4,2631
616.7,616.6,2631
616.9,616.8,2630
617.1,617,2630
617.4,617.25,2630
617.6,617.5,2629
617.8,617.7,2628
618,617.9,2627
618.2,618.1,2627
618.5,618.35,2626
618.7,618.6,2626
618.9,618.8,2626
619.1,619,2626
619.3,619.2,2626
619.5,619.4,2625
619.8,619.65,2625
620,619.9,2625
620.2,620.1,2625
620.4,620.3,2625
620.6,620.5,2625
620.8,620.7,2625
621.1,620.95,2624
621.3,621.2,2625
621.5,621.4,2625
621.7,621.6,2625
621.9,621.8,2625
622.2,622.05,2625
622.4,622.3,2625
622.6,622.5,2625
622.8,622.7,2625
623,622.9,2625
623.2,623.1,2625
623.5,623.35,2625
623.7,623.6,2625
623.9,623.8,2625
624.1,624,2625
624.3,624.2,2625
624.5,624.4,2625
624.8,624.65,2625
625,624.9,2625
625.2,625.1,2624
625.4,625.3,2624
625.6,625.5,2624
625.9,625.75,2624
626.1,626,2624
626.3,626.2,2624
626.5,626.4,2623
626.7,626.6,2623
626.9,626.8,2623
627.2,627.05,2623
627.4,627.3,2623
627.6,627.5,2623
627.8,627.7,2622
628,627.9,2622
628.3,628.15,2622
628.5,628.4,2622
628.7,628.6,2622
628.9,628.8,2622
629.1,629,2622
629.3,629.2,2622
629.6,629.45,2622
629.8,629.7,2622
630,629.9,2622
630.2,630.1,2622
630.4,630.3,2622
630.6,630.5,2622
630.9,630.75,2622
631.1,631,2623
631.3,631.2,2623
631.5,631.4,2623
631.7,631.6,2623
632,631.85,2623
632.2,632.1,2624
632.4,632.3,2624
632.6,632.5,2624
632.8,632.7,2624
633,632.9,2624
633.3,633.15,2624
633.5,633.4,2624
633.7,633.6,2625
633.9,633.8,2624
634.1,634,2625
634.4,634.25,2625
634.6,634.5,2625
634.8,634.7,2625
635,634.9,2624
635.2,635.1,2624
635.4,635.3,2624
635.7,635.55,2624
635.9,635.8,2624
636.1,636,2624
636.3,636.2,2624
636.5,636.4,2623
636.7,636.6,2623
637,636.85,2623
637.2,637.1,2623
637.4,637.3,2623
637.6,637.5,2623
637.8,637.7,2623
638.1,637.95,2623
638.3,638.2,2624
638.5,638.4,2624
638.7,638.6,2624
638.9,638.8,2624
639.1,639,2624
639.4,639.25,2624
639.6,639.5,2624
639.8,639.7,2625
640,639.9,2625
640.2,640.1,2625
640.4,640.3,2625
640.7,640.55,2625
640.9,640.8,2625
641.1,641,2624
641.3,641.2,2625
641.5,641.4,2625
641.8,641.65,2624
642,641.9,2624
642.2,642.1,2624
642.4,642.3,2624
642.6,642.5,2623
642.8,642.7,2623
643.1,642.95,2624
643.3,643.2,2623
643.5,643.4,2623
643.7,643.6,2622
643.9,643.8,2623
644.2,644.05,2621
644.4,644.3,2622
644.6,644.5,2622
644.8,644.7,2621
645,644.9,2621
645.2,645.1,2621
645.5,645.35,2621
645.7,645.6,2621
645.9,645.8,2621
646.1,646,2621
646.3,646.2,2621
646.5,646.4,2621
646.8,646.65,2621
647,646.9,2621
647.2,647.1,2622
647.4,647.3,2622
647.6,647.5,2622
647.9,647.75,2622
648.1,648,2623
648.3,648.2,2623
648.5,648.4,2623
648.7,648.6,2623
648.9,648.8,2623
649.2,649.05,2624
649.4,649.3,2624
649.6,649.5,2624
649.8,649.7,2624
650,649.9,2624
650.2,650.1,2624
650.5,650.35,2624
650.7,650.6,2624
650.9,650.8,2624
651.1,651,2624
651.3,651.2,2625
651.5,651.4,2624
651.8,651.65,2625
652,651.9,2624
652.2,652.1,2624
652.4,652.3,2624
652.6,652.5,2624
652.8,652.7,2624
653.1,652.95,2624
653.3,653.2,2624
653.5,653.4,2623
653.7,653.6,2623
653.9,653.8,2624
654.1,654,2624
654.4,654.25,2624
654.6,654.5,2623
654.8,654.7,2623
655,654.9,2624
655.2,655.1,2623
655.4,655.3,2623
655.7,655.55,2623
655.9,655.8,2623
656.1,656,2623
656.3,656.2,2623
656.5,656.4,2623
656.7,656.6,2623
657,656.85,2623
657.2,657.1,2623
657.4,657.3,2623
657.6,657.5,2623
657.8,657.7,2623
658,657.9,2623
658.3,658.15,2623
658.5,658.4,2623
658.7,658.6,2624
658.9,658.8,2624
659.1,659,2624
659.3,659.2,2624
659.6,659.45,2624
659.8,659.7,2624
660,659.9,2624
660.2,660.1,2625
660.4,660.3,2624
660.6,660.5,2625
660.9,660.75,2624
661.1,661,2625
661.3,661.2,2625
661.5,661.4,2624
661.7,661.6,2624
661.9,661.8,2624
662.2,662.05,2624
662.4,662.3,2623
662.6,662.5,2623
662.8,662.7,2623
663,662.9,2622
663.2,663.1,2622
663.5,663.35,2621
663.7,663.6,2621
663.9,663.8,2620
664.1,664,2619
664.3,664.2,2619
664.5,664.4,2617
664.8,664.65,2617
665,664.9,2616
665.2,665.1,2615
665.4,665.3,2614
665.7,665.55,2613
665.9,665.8,2612
666.1,666,2611
666.3,666.2,2610
666.6,666.45,2610
666.8,666.7,2609
667,666.9,2609
667.2,667.1,2607
667.5,667.35,2607
667.7,667.6,2607
667.9,667.8,2606
668.1,668,2605
668.4,668.25,2605
668.6,668.5,2605
668.8,668.7,2605
669,668.9,2605
669.3,669.15,2604
669.5,669.4,2604
669.7,669.6,2604
669.9,669.8,2604
670.1,670,2604
670.4,670.25,2604
670.6,670.5,2604
670.8,670.7,2604
671,670.9,2604
671.3,671.15,2604
671.5,671.4,2604
671.7,671.6,2604
671.9,671.8,2604
672.2,672.05,2603
672.4,672.3,2603
672.6,672.5,2603
672.8,672.7,2603
673.1,672.95,2602
673.3,673.2,2602
673.5,673.4,2602
673.7,673.6,2602
674,673.85,2601
674.2,674.1,2602
674.4,674.3,2601
674.6,674.5,2602
674.9,674.75,2602
675.1,675,2602
675.3,675.2,2602
675.5,675.4,2602
675.8,675.65,2602
676,675.9,2603
676.2,676.1,2603
676.4,676.3,2603
676.7,676.55,2604
676.9,676.8,2604
677.1,677,2604
677.3,677.2,2605
677.5,677.4,2605
677.8,677.65,2605
678,677.9,2605
678.2,678.1,2606
678.4,678.3,2606
678.7,678.55,2606
678.9,678.8,2606
679.1,679,2607
679.3,679.2,2606
679.6,679.45,2607
679.8,679.7,2607
680,679.9,2607
680.2,680.1,2608
680.5,680.35,2608
680.7,680.6,2608
680.9,680.8,2609
681.1,681,2610
681.4,681.25,2610
681.6,681.5,2611
681.8,681.7,2612
682,681.9,2612
682.3,682.15,2612
682.5,682.4,2613
682.7,682.6,2613
682.9,682.8,2613
683.2,683.05,2614
683.4,683.3,2614
683.6,683.5,2615
683.8,683.7,2615
684.1,683.95,2615
684.3,684.2,2615
684.5,684.4,2615
684.7,684.6,2615
684.9,684.8,2616
685.2,685.05,2615
685.4,685.3,2615
685.6,685.5,2615
685.8,685.7,2615
686.1,685.95,2615
686.3,686.2,2615
686.5,686.4,2615
686.7,686.6,2615
687,686.85,2614
687.2,687.1,2614
687.4,687.3,2614
687.6,687.5,2614
687.9,687.75,2613
688.1,688,2613
688.3,688.2,2613
688.5,688.4,2613
688.8,688.65,2613
689,688.9,2612
689.2,689.1,2612
689.4,689.3,2612
689.7,689.55,2612
689.9,689.8,2611
690.1,690,2611
690.3,690.2,2610
690.6,690.45,2610
690.8,690.7,2610
691,690.9,2609
691.2,691.1,2609
691.4,691.3,2609
691.7,691.55,2609
691.9,691.8,2608
692.1,692,2608
692.3,692.2,2608
692.6,692.45,2607
692.8,692.7,2607
693,692.9,2607
693.2,693.1,2607
693.5,693.35,2606
693.7,693.6,2606
693.9,693.8,2606
694.1,694,2605
694.4,694.25,2605
694.6,694.5,2604
694.8,694.7,2604
695,694.9,2604
695.3,695.15,2603
695.5,695.4,2603
695.7,695.6,2602
695.9,695.8,2602
696.2,696.05,2601
696.4,696.3,2601
696.6,696.5,2600
696.8,696.7,2600
697.1,696.95,2599
697.3,697.2,2598
697.5,697.4,2598
697.7,697.6,2597
698,697.85,2597
698.2,698.1,2596
698.4,698.3,2596
698.6,698.5,2595
698.8,698.7,2595
699.1,698.95,2594
699.3,699.2,2594
699.5,699.4,2593
699.7,699.6,2593
700,699.85,2593
700.2,700.1,2592
700.4,700.3,2592
700.6,700.5,2591
700.9,700.75,2591
701.1,701,2591
701.3,701.2,2590
701.5,701.4,2590
701.8,701.65,2590
702,701.9,2590
702.2,702.1,2590
702.4,702.3,2589
702.7,702.55,2589
702.9,702.8,2589
703.1,703,2590
703.3,703.2,2589
703.6,703.45,2590
703.8,703.7,2590
704,703.9,2590
704.2,704.1,2590
704.5,704.35,2590
704.7,704.6,2591
704.9,704.8,2591
705.1,705,2591
705.4,705.25,2591
705.6,705.5,2591
705.8,705.7,2592
706,705.9,2592
706.2,706.1,2592
706.5,706.35,2593
706.7,706.6,2593
706.9,706.8,2594
707.1,707,2594
707.4,707.25,2595
707.6,707.5,2595
707.8,707.7,2596
708,707.9,2596
708.3,708.15,2597
708.5,708.4,2597
708.7,708.6,2598
708.9,708.8,2598
709.2,709.05,2598
709.4,709.3,2598
709.6,709.5,2599
709.8,709.7,2599
710.1,709.95,2599
710.3,710.2,2599
710.5,710.4,2598
710.7,710.6,2598
711,710.85,2598
711.2,711.1,2598
711.4,711.3,2598
711.6,711.5,2598
711.9,711.75,2597
712.1,712,2597
712.3,712.2,2597
712.5,712.4,2596
712.7,712.6,2596
712.9,712.8,2596
713.1,713,2596
713.3,713.2,2595
713.5,713.4,2595
713.7,713.6,2595
713.9,713.8,2595
714.2,714.05,2595
714.4,714.3,2595
714.6,714.5,2594
714.8,714.7,2594
715,714.9,2594
715.2,715.1,2593
715.4,715.3,2593
715.6,715.5,2593
715.8,715.7,2593
716,715.9,2592
716.2,716.1,2592
716.4,716.3,2592
716.6,716.5,2591
716.8,716.7,2591
717,716.9,2591
717.2,717.1,2591
717.4,717.3,2590
717.7,717.55,2590
717.9,717.8,2589
718.1,718,2590
718.3,718.2,2589
718.5,718.4,2589
718.7,718.6,2589
718.9,718.8,2589
719.1,719,2588
719.3,719.2,2588
719.5,719.4,2587
719.7,719.6,2588
719.9,719.8,2588
720.1,720,2588
720.3,720.2,2588
720.5,720.4,2588
720.7,720.6,2588
720.9,720.8,2588
721.2,721.05,2588
721.4,721.3,2589
721.6,721.5,2589
721.8,721.7,2590
722,721.9,2590
722.2,722.1,2591
722.4,722.3,2591
722.6,722.5,2591
722.8,722.7,2591
723,722.9,2592
723.2,723.1,2592
723.4,723.3,2592
723.6,723.5,2592
723.8,723.7,2592
724,723.9,2592
724.2,724.1,2592
724.4,724.3,2592
724.7,724.55,2593
724.9,724.8,2593
725.1,725,2593
725.3,725.2,2593
725.5,725.4,2593
725.7,725.6,2593
725.9,725.8,2593
726.1,726,2593
726.3,726.2,2593
726.5,726.4,2593
726.7,726.6,2594
726.9,726.8,2594
727.1,727,2595
727.3,727.2,2595
727.5,727.4,2595
727.7,727.6,2596
727.9,727.8,2596
728.1,728,2596
728.4,728.25,2597
728.6,728.5,2598
728.8,728.7,2599
729,728.9,2599
729.2,729.1,2600
729.4,729.3,2601
729.6,729.5,2602
729.8,729.7,2603
730,729.9,2604
730.2,730.1,2604
730.4,730.3,2605
730.6,730.5,2606
730.8,730.7,2607
731,730.9,2607
731.2,731.1,2609
731.4,731.3,2610
731.6,731.5,2610
731.9,731.75,2611
732.1,732,2611
732.3,732.2,2612
732.5,732.4,2612
732.7,732.6,2613
732.9,732.8,2613
733.1,733,2614
733.3,733.2,2614
733.5,733.4,2615
733.7,733.6,2615
733.9,733.8,2616
734.1,734,2616
734.3,734.2,2617
734.5,734.4,2618
734.7,734.6,2618
734.9,734.8,2619
735.1,735,2619
735.4,735.25,2620
735.6,735.5,2621
735.8,735.7,2621
736,735.9,2622
736.2,736.1,2622
736.4,736.3,2623
736.6,736.5,2623
736.8,736.7,2624
737,736.9,2624
737.2,737.1,2625
737.4,737.3,2626
737.6,737.5,2626
737.8,737.7,2627
738,737.9,2627
738.2,738.1,2628
738.4,738.3,2628
738.6,738.5,2629
738.9,738.75,2629
739.1,739,2630
739.3,739.2,2630
739.5,739.4,2630
739.7,739.6,2631
739.9,739.8,2631
740.1,740,2632
740.3,740.2,2632
740.5,740.4,2632
740.7,740.6,2632
740.9,740.8,2633
741.1,741,2633
741.3,741.2,2633
741.5,741.4,2633
741.7,741.6,2633
741.9,741.8,2634
742.1,742,2634
742.4,742.25,2634
742.6,742.5,2634
742.8,742.7,2634
743,742.9,2635
743.2,743.1,2635
743.4,743.3,2635
743.6,743.5,2635
743.8,743.7,2636
744,743.9,2636
744.2,744.1,2636
744.4,744.3,2636
744.6,744.5,2637
744.8,744.7,2637
745,744.9,2637
745.2,745.1,2638
745.5,745.35,2638
745.7,745.6,2639
745.9,745.8,2639
746.1,746,2640
746.4,746.25,2640
746.6,746.5,2641
746.8,746.7,2641
747,746.9,2642
747.3,747.15,2642
747.5,747.4,2643
747.7,747.6,2643
747.9,747.8,2644
748.1,748,2644
748.4,748.25,2645
748.6,748.5,2645
748.8,748.7,2646
749,748.9,2646
749.3,749.15,2646
749.5,749.4,2647
749.7,749.6,2647
749.9,749.8,2648
750.2,750.05,2648
750.4,750.3,2649
750.6,750.5,2650
750.8,750.7,2650
751.1,750.95,2651
751.3,751.2,2651
751.5,751.4,2652
751.7,751.6,2652
752,751.85,2652
752.2,752.1,2653
752.4,752.3,2653
752.6,752.5,2653
752.8,752.7,2654
753.1,752.95,2654
753.3,753.2,2654
753.5,753.4,2654
753.7,753.6,2654
753.9,753.8,2654
754.2,754.05,2654
754.4,754.3,2654
754.6,754.5,2654
754.8,754.7,2655
755.1,754.95,2655
755.3,755.2,2655
755.5,755.4,2655
755.7,755.6,2655
755.9,755.8,2655
756.2,756.05,2655
756.4,756.3,2655
756.6,756.5,2654
756.8,756.7,2655
757,756.9,2654
757.3,757.15,2654
757.5,757.4,2654
757.7,757.6,2654
757.9,757.8,2653
758.2,758.05,2654
758.4,758.3,2653
758.6,758.5,2653
758.8,758.7,2653
759,758.9,2652
759.3,759.15,2651
759.5,759.4,2650
759.7,759.6,2650
759.9,759.8,2649
760.1,760,2649
760.4,760.25,2648
760.6,760.5,2648
760.8,760.7,2648
761,760.9,2648
761.3,761.15,2647
761.5,761.4,2647
761.7,761.6,2647
761.9,761.8,2647
762.1,762,2648
762.4,762.25,2648
762.6,762.5,2649
762.8,762.7,2649
763,762.9,2649
763.2,763.1,2649
763.5,763.35,2650
763.7,763.6,2651
763.9,763.8,2651
764.1,764,2651
764.4,764.25,2652
764.6,764.5,2652
764.8,764.7,2653
765,764.9,2653
765.2,765.1,2654
765.5,765.35,2654
765.7,765.6,2654
765.9,765.8,2655
766.1,766,2655
766.3,766.2,2656
766.6,766.45,2656
766.8,766.7,2657
767,766.9,2657
767.2,767.1,2657
767.5,767.35,2658
767.7,767.6,2659
767.9,767.8,2659
768.1,768,2659
768.3,768.2,2660
768.6,768.45,2660
768.8,768.7,2660
769,768.9,2660
769.2,769.1,2660
769.4,769.3,2660
769.7,769.55,2661
769.9,769.8,2661
770.1,770,2661
770.3,770.2,2661
770.6,770.45,2661
770.8,770.7,2661
771,770.9,2661
771.2,771.1,2661
771.4,771.3,2662
771.7,771.55,2662
771.9,771.8,2662
772.1,772,2663
772.3,772.2,2663
772.5,772.4,2664
772.8,772.65,2664
773,772.9,2665
773.2,773.1,2666
773.4,773.3,2667
773.7,773.55,2668
773.9,773.8,2668
774.1,774,2669
774.3,774.2,2669
774.5,774.4,2670
774.8,774.65,2670
775,774.9,2669
775.2,775.1,2669
775.4,775.3,2668
775.6,775.5,2668
775.9,775.75,2667
776.1,776,2667
776.3,776.2,2666
776.5,776.4,2666
776.8,776.65,2665
777,776.9,2664
777.2,777.1,2664
777.4,777.3,2664
777.6,777.5,2663
777.9,777.75,2662
778.1,778,2662
778.3,778.2,2661
778.5,778.4,2660
778.7,778.6,2659
779,778.85,2659
779.2,779.1,2657
779.4,779.3,2657
779.6,779.5,2656
779.8,779.7,2656
780.1,779.95,2655
780.3,780.2,2655
780.5,780.4,2655
780.7,780.6,2655
781,780.85,2655
781.2,781.1,2655
781.4,781.3,2656
781.6,781.5,2656
781.8,781.7,2657
782.1,781.95,2656
782.3,782.2,2657
782.5,782.4,2657
782.7,782.6,2658
782.9,782.8,2657
783.2,783.05,2658
783.4,783.3,2658
783.6,783.5,2659
783.8,783.7,2658
784.1,783.95,2659
784.3,784.2,2659
784.5,784.4,2659
784.7,784.6,2659
784.9,784.8,2660
785.2,785.05,2660
785.4,785.3,2660
785.6,785.5,2661
785.8,785.7,2661
786,785.9,2661
786.3,786.15,2661
786.5,786.4,2662
786.7,786.6,2662
786.9,786.8,2663
787.2,787.05,2662
787.4,787.3,2663
787.6,787.5,2663
787.8,787.7,2664
788,787.9,2664
788.3,788.15,2664
788.5,788.4,2664
788.7,788.6,2665
788.9,788.8,2666
789.1,789,2665
789.4,789.25,2666
789.6,789.5,2665
789.8,789.7,2666
790,789.9,2666
790.3,790.15,2666
790.5,790.4,2665
790.7,790.6,2666
790.9,790.8,2666
791.1,791,2666
791.4,791.25,2666
791.6,791.5,2666
791.8,791.7,2665
792,791.9,2665
792.3,792.15,2664
792.5,792.4,2664
792.7,792.6,2664
792.9,792.8,2664
793.2,793.05,2663
793.4,793.3,2663
793.6,793.5,2663
793.8,793.7,2663
794.1,793.95,2662
794.3,794.2,2663
794.5,794.4,2662
794.7,794.6,2662
794.9,794.8,2662
795.2,795.05,2663
795.4,795.3,2663
795.6,795.5,2663
795.8,795.7,2663
796.1,795.95,2664
796.3,796.2,2664
796.5,796.4,2664
796.7,796.6,2665
797,796.85,2665
797.2,797.1,2665
797.4,797.3,2665
797.6,797.5,2665
797.9,797.75,2666
798.1,798,2666
798.3,798.2,2666
798.5,798.4,2665
798.8,798.65,2665
799,798.9,2665
799.2,799.1,2665
799.4,799.3,2665
799.6,799.5,2665
799.9,799.75,2664
800.1,800,2664
800.3,800.2,2664
800.5,800.4,2664
800.8,800.65,2664
801,800.9,2663
801.2,801.1,2663
801.4,801.3,2663
801.7,801.55,2663
801.9,801.8,2663
802.1,802,2662
802.3,802.2,2663
802.6,802.45,2664
802.8,802.7,2662
803,802.9,2663
803.2,803.1,2663
803.5,803.35,2663
803.7,803.6,2663
803.9,803.8,2663
804.1,804,2663
804.3,804.2,2663
804.6,804.45,2663
804.8,804.7,2663
805,804.9,2663
805.2,805.1,2664
805.5,805.35,2663
805.7,805.6,2664
805.9,805.8,2664
806.1,806,2664
806.4,806.25,2665
806.6,806.5,2665
806.8,806.7,2665
807,806.9,2666
807.3,807.15,2666
807.5,807.4,2666
807.7,807.6,2666
807.9,807.8,2667
808.2,808.05,2667
808.4,808.3,2667
808.6,808.5,2667
808.8,808.7,2667
809.1,808.95,2667
809.3,809.2,2668
809.5,809.4,2668
809.7,809.6,2668
809.9,809.8,2667
810.2,810.05,2668
810.4,810.3,2668
810.6,810.5,2668
810.8,810.7,2668
811.1,810.95,2668
811.3,811.2,2667
811.5,811.4,2668
811.7,811.6,2667
812,811.85,2667
812.2,812.1,2667
812.4,812.3,2667
812.6,812.5,2666
812.9,812.75,2666
813.1,813,2666
813.3,813.2,2665
813.5,813.4,2665
813.8,813.65,2665
814,813.9,2664
814.2,814.1,2664
814.4,814.3,2663
814.6,814.5,2663
814.9,814.75,2663
815.1,815,2663
815.3,815.2,2663
815.5,815.4,2663
815.8,815.65,2663
816,815.9,2663
816.2,816.1,2662
816.4,816.3,2663
816.7,816.55,2663
816.9,816.8,2663
817.1,817,2663
817.3,817.2,2663
817.6,817.45,2662
817.8,817.7,2663
818,817.9,2663
818.2,818.1,2663
818.5,818.35,2662
818.7,818.6,2663
818.9,818.8,2663
819.1,819,2663
819.3,819.2,2663
819.6,819.45,2663
819.8,819.7,2663
820,819.9,2664
820.2,820.1,2664
820.5,820.35,2664
820.7,820.6,2664
820.9,820.8,2664
821.1,821,2664
821.4,821.25,2665
821.6,821.5,2665
821.8,821.7,2665
822,821.9,2665
822.3,822.15,2666
822.5,822.4,2666
822.7,822.6,2666
822.9,822.8,2666
823.2,823.05,2667
823.4,823.3,2667
823.6,823.5,2667
823.8,823.7,2667
824,823.9,2668
824.3,824.15,2668
824.5,824.4,2668
824.7,824.6,2669
824.9,824.8,2669
825.2,825.05,2669
825.4,825.3,2670
825.6,825.5,2671
825.8,825.7,2671
826.1,825.95,2672
826.3,826.2,2672
826.5,826.4,2672
826.7,826.6,2673
827,826.85,2673
827.2,827.1,2674
827.4,827.3,2674
827.6,827.5,2675
827.9,827.75,2675
828.1,828,2676
828.3,828.2,2676
828.5,828.4,2677
828.7,828.6,2677
829,828.85,2678
829.2,829.1,2678
829.4,829.3,2678
829.6,829.5,2679
829.9,829.75,2679
830.1,830,2679
830.3,830.2,2679
830.5,830.4,2679
830.8,830.65,2680
831,830.9,2680
831.2,831.1,2680
831.4,831.3,2680
831.7,831.55,2680
831.9,831.8,2680
832.1,832,2680
832.3,832.2,2680
832.6,832.45,2680
832.8,832.7,2680
833,832.9,2680
833.2,833.1,2680
833.5,833.35,2680
833.7,833.6,2680
833.9,833.8,2680
834.1,834,2680
834.3,834.2,2680
834.6,834.45,2680
834.8,834.7,2680
835,834.9,2680
835.2,835.1,2680
835.5,835.35,2680
835.7,835.6,2680
835.9,835.8,2680
836.1,836,2679
836.4,836.25,2679
836.6,836.5,2679
836.8,836.7,2679
837,836.9,2679
837.3,837.15,2679
837.5,837.4,2679
837.5,837.5,2679
